catalog,vizier_source,vizier_table,recno,Index,MCXC,OName,AName,RAJ2000,DEJ2000,GLON,GLAT,Cat,SubCat,z,zType,r_z,f_z,Scale,ERange,Rap,FX,e_FX,LX2L500,Lap,L500,e_L500,E_L500,R500,M500,e_M500,E_M500,Ovlp,Cat1,Cat2,Cat3,Cat4,L5001,e_L5001,E_L5001,L5002,e_L5002,E_L5002,L5003,e_L5003,E_L5003,L5004,e_L5004,E_L5004,NotesO,Notes,Index1,SimbadName,RA_deg,Dec_deg
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1025,1025,MCXC J1145.3+1529,RXC J1145.3+1529,A1371,176.344,15.4948,246.751,70.7474,NORAS/REFLEX,NORAS,0.067,S,1991ApJS...77..363S,Catalogue,1.2839,[0.1 2.4],7.0,3.41,0.4774,ITER,0.36147,0.4,0.06,0.06,0.7143,1.1046,0.1,0.09,RXGCC,RXGCC,,,,0.4439300000667572,0.1042999997735023,0.1047199964523315,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,795,RXC J1145.3+1529,176.344,15.4948
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1026,1024,MCXC J1145.3-3425,RXCJ1145.3-3425,A3490,176.3295,-34.4285,287.7316,26.4841,NORAS/REFLEX,REFLEX,0.0697,S,2004A&A...425..367B,Catalogue,1.3314,[0.1 2.4],9.0,6.414,1.00058,ITER,0.73685,0.8,0.1,0.1,0.8164,1.6539,0.2,0.2,RXGCC,RXGCC,,,,0.6144199967384338,0.145249992609024,0.145799994468689,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,794,RXCJ1145.3-3425,176.3295,-34.4285
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1027,1027,MCXC J1145.6-0222,RXGCC 427,,176.419,-2.382,272.1104,56.5026,RXGCC,RXGCC,0.1247,SP,2022A&A...658A..59X,Catalogue,2.236,[0.1 2.4],13.675,1.93108,0.66918,ITER,0.74947,0.7,0.2,0.2,0.7806,1.5265,0.3,0.3,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,16959,,176.419,-2.382
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1028,1026,MCXC J1145.6-5420,RXC J1145.6-5420,,176.4108,-54.3414,293.3524,7.302,CIZA,CIZAI,0.155,S,2002ApJ...580..774E,Catalogue,2.6866,[0.1 2.4],1e+20,6.52,1.28415,SC,1e+20,4.0,0.7,0.7,1.0661,4.0101,0.5,0.4,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,796,RXC J1145.6-5420,176.4108,-54.3414
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1029,1028,MCXC J1146.4+2854,BVH2007 133,VMF98 107,176.612,28.9053,202.0801,75.5585,400SD,400SD_SER,0.149,S,2003ApJ...594..154M,Catalogue,2.5999,[0.5 2. ],1e+20,0.392,0.052,SC,1e+20,0.3,0.04,0.04,0.6684,0.9824,0.08,0.07,WARPSII|160SD,WARPSII,160SD,,,0.3222300112247467,1e+20,1e+20,0.3408200144767761,0.0500200018286705,0.0496699996292591,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,797,[BVH2007] 133,176.612,28.9053
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1030,1029,MCXC J1147.3+5544,RXC J1147.3+5544,A1377,176.8363,55.7433,140.5627,59.1368,NORAS/REFLEX,NORAS,0.051,S,1991ApJS...77..363S,Catalogue,0.9959,[0.1 2.4],12.5,3.17,0.46916,ITER,0.19245,0.2,0.03,0.03,0.6251,0.7292,0.07,0.06,RXGCC,RXGCC,,,,0.26635000109672546,0.04036999866366386,0.04055999964475632,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,798,RXC J1147.3+5544,176.8363,55.7433
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1031,1030,MCXC J1147.9+5441,RXGCC 429,,176.979,54.691,141.4283,60.0973,RXGCC,RXGCC,0.0595,SP,2022A&A...658A..59X,Catalogue,1.1502,[0.1 2.4],20.256,7.23931,1.19029,ITER,0.60013,0.6,0.09,0.09,0.7749,1.4001,0.1,0.1,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,16959,,176.979,54.691
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1032,1031,MCXC J1149.0+5135,RXC J1149.0+5135,A1387,177.2715,51.5855,144.4059,62.8646,NORAS/REFLEX,NORAS,0.132,S,1999ApJS..125...35S,Catalogue,2.3475,[0.1 2.4],8.5,1.85,0.3737,ITER,0.81039,0.8,0.2,0.2,0.7939,1.6176,0.2,0.2,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,799,RXC J1149.0+5135,177.2715,51.5855
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1033,1032,MCXC J1149.5+2224,MACS J1149.5+2223,,177.3962,22.403,228.1637,75.1984,MACS,MACS_DR1,0.5444,S,2007ApJ...661L..33E,Catalogue,6.3789,[0. 0.],3.1858,1e+20,1e+20,,14.48844,10.0,0.5,0.5,1.1084,7.0003,0.1,0.1,NORAS,NORAS,,,,11.063440322875977,2.240979909896851,2.236979961395264,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,800,MACS J1149.5+2223,177.3962,22.403
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1034,1033,MCXC J1149.7-1219,RXCJ1149.7-1219,A1391,177.4493,-12.3179,280.1897,47.8134,NORAS/REFLEX,REFLEX,0.1557,S,2004A&A...425..367B,Catalogue,2.6966,[0.1 2.4],11.0,4.792,0.72838,ITER,2.94431,3.0,0.4,0.4,1.0108,3.4206,0.3,0.3,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,Details on source identification in Appendix of REFLEX paper,,801,RXCJ1149.7-1219,177.4493,-12.3179
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1035,1034,MCXC J1149.8+1046,MS1147.3+1103,,177.4692,10.7764,258.4501,68.1558,EMSS,EMSS_2004,0.303,S,1991ApJS...76..813S,Catalogue,4.485,[0. 0.],1e+20,1e+20,1e+20,,1e+20,2.0,0.1,0.1,0.8893,2.731,0.07,0.07,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,802,MS1147.3+1103,177.4692,10.7764
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1036,1036,MCXC J1151.6+8104,RX J1151.6+8104,VMF98 108,177.9179,81.0772,125.7553,35.721,160SD,160SD,0.29,S,2003ApJ...594..154M,Catalogue,4.3504,[0.5 2. ],1e+20,0.037,0.011,SC,1e+20,0.1,0.04,0.04,0.5184,0.5332,0.1,0.09,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,804,RX J1151.6+8104,177.9179,81.0772
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1037,1035,MCXC J1151.6-1619,RXCJ1151.6-1619,,177.9087,-16.3207,282.7307,44.1927,NORAS/REFLEX,REFLEX,0.0722,S,2004A&A...425..367B,Catalogue,1.3751,[0.1 2.4],7.0,5.182,0.63739,ITER,0.64036,0.7,0.09,0.09,0.8,1.5598,0.1,0.1,RXGCC,RXGCC,,,,0.8056700229644775,0.147149994969368,0.1470900028944016,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,803,RXCJ1151.6-1619,177.9087,-16.3207
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1038,1037,MCXC J1152.5+3732,BVH2007 134,,178.149,37.5461,169.191,73.8188,400SD,400SD_SER,0.23,S,2007ApJS..172..561B,Catalogue,3.6743,[0.5 2. ],1e+20,0.349,0.062,SC,1e+20,0.8,0.1,0.1,0.7511,1.5186,0.2,0.2,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,805,[BVH2007] 134,178.149,37.5461
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1039,1038,MCXC J1153.2+1257,RXGCC 431,,178.311,12.962,256.2075,70.3526,RXGCC,RXGCC,0.0826,SP,2022A&A...658A..59X,Catalogue,1.5543,[0.1 2.4],41.59,6.46338,1.50179,ITER,1.05548,1.0,0.2,0.2,0.8519,1.9029,0.3,0.3,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,16959,,178.311,12.962
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1040,1039,MCXC J1155.3+2324,RXC J1155.3+2324,A1413,178.827,23.4075,226.1845,76.785,NORAS/REFLEX,NORAS,0.1427,S,2000ApJS..129..435B,Catalogue,2.5075,[0.1 2.4],12.5,12.69,0.81216,ITER,6.43041,6.0,0.4,0.4,1.1911,5.5222,0.2,0.2,BCS|RXGCC,BCS,RXGCC,,,7.05679988861084,0.9111599922180176,0.9166600108146667,6.6001200675964355,0.47350999712944,0.474900007247925,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,806,RXC J1155.3+2324,178.827,23.4075
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1041,1040,MCXC J1156.0+7325,RXC J1156.0+7325,A1412,179.0181,73.4181,128.2997,43.1284,NORAS/REFLEX,NORAS,0.083,S,2000ApJS..129..435B,Catalogue,1.5611,[0.1 2.4],5.5,2.86,0.3146,ITER,0.47192,0.5,0.06,0.06,0.7507,1.3024,0.09,0.09,eBCS,EBCS,,,,0.5601900219917297,0.1300700008869171,0.1335799992084503,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,807,RXC J1156.0+7325,179.0181,73.4181
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1042,1041,MCXC J1156.7+4238,MS1154.1+4255,,179.1941,42.6355,155.0518,70.9198,EMSS,EMSS_1994,0.174,S,1991ApJS...76..813S,Catalogue,2.9533,[0.3 3.5],1e+20,0.969,0.19428,SC,1e+20,0.7,0.1,0.1,0.7642,1.5068,0.2,0.2,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,808,MS1154.1+4255,179.1941,42.6355
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1043,1042,MCXC J1156.9+2415,RXC J1156.9+2415,ZwCl4673,179.2409,24.2581,223.0698,77.4042,NORAS/REFLEX,NORAS,0.1392,S,2000ApJS..129..435B,Catalogue,2.4556,[0.1 2.4],4.5,2.9,0.3741,ITER,1.41387,2.0,0.2,0.2,0.9032,2.3991,0.2,0.2,eBCS|RXGCC,EBCS,RXGCC,,,1.6704100370407104,0.3960399925708771,0.4008800089359283,1.9056199789047241,0.305079996585846,0.305979996919632,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,809,RXC J1156.9+2415,179.2409,24.2581
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1044,1043,MCXC J1157.3+3336,RXC J1157.3+3336,A1423,179.3259,33.6121,180.5765,76.6613,NORAS/REFLEX,NORAS,0.2138,S,2000ApJS..129..435B,Catalogue,3.4752,[0.1 2.4],10.5,3.73,0.71616,ITER,4.50282,4.0,0.8,0.8,1.0628,4.2272,0.5,0.5,BCS|RXGCC,BCS,RXGCC,,,5.369349956512451,1.181229948997498,1.190199971199036,4.4910101890563965,0.806940019130707,0.809360027313232,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,see NORAS paper Sec 4.1,,810,RXC J1157.3+3336,179.3259,33.6121
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1045,1044,MCXC J1157.4+0503,RXC J1157.4+0503,A1424,179.3696,5.0629,270.3173,64.4618,NORAS/REFLEX,NORAS,0.077,S,1991ApJS...77..363S,Catalogue,1.4584,[0.1 2.4],10.5,3.86,0.51724,ITER,0.54504,0.5,0.07,0.07,0.7586,1.3362,0.1,0.1,RXGCC,RXGCC,,,,0.5679699778556824,0.08384999632835388,0.08427000045776367,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,811,RXC J1157.4+0503,179.3696,5.0629
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1046,1046,MCXC J1158.1+5521,RX J1158.1+5521,VMF98 109,179.5487,55.3625,138.1804,60.1615,160SD,160SD,0.135,S,2003ApJ...594..154M,Catalogue,2.3928,[0.5 2. ],1e+20,0.047,0.01,SC,1e+20,0.03,0.007,0.007,0.4191,0.2387,0.03,0.03,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,812,RX J1158.1+5521,179.5487,55.3625
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1047,1045,MCXC J1158.1-0214,RXGCC 436,,179.53,-2.244,277.2098,57.9401,RXGCC,RXGCC,0.0826,SP,2022A&A...658A..59X,Catalogue,1.5543,[0.1 2.4],23.712,3.29419,1.1043,ITER,0.53817,0.5,0.2,0.2,0.7462,1.2784,0.3,0.2,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,16959,,179.53,-2.244
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1048,1047,MCXC J1159.2+4947,RXC J1159.2+4947,A1430,179.8225,49.7937,143.2665,65.2252,NORAS/REFLEX,NORAS,0.3486,S,2015ApJ...807..178W,Revised,4.9269,[0.1 2.4],10.5,2.94,0.4998,ITER,10.18381,9.0,2.0,2.0,1.1521,6.2531,0.6,0.6,RXGCC,RXGCC,,,,9.853790283203125,2.175060033798218,2.172930002212524,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,813,RXC J1159.2+4947,179.8225,49.7937
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1049,1048,MCXC J1159.8+5531,BVH2007 135,"VMF98 110, MS1157.3+5548",179.963,55.5322,137.611,60.1016,400SD,400SD_SER,0.0808,S,2005AJ....129.1755A,Catalogue,1.5236,[0.5 2. ],1e+20,0.742,0.076,SC,1e+20,0.2,0.02,0.02,0.6062,0.6844,0.04,0.04,160SD,160SD,,,,0.17373999953269958,0.01816999912261963,0.01814999990165234,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,814,[BVH2007] 135,179.963,55.5322
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1050,1049,MCXC J1200.0+1124,RXC J1200.0+1122,,180.0105,11.4041,262.9342,70.1748,NORAS/REFLEX,NORAS,0.207,S,2000ApJS..129..435B,Catalogue,3.3894,[0.1 2.4],1.0,0.54,0.25704,ITER,0.62079,1.0,0.6,0.7,0.8316,2.0104,0.7,0.6,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,Coordinates determined by the moment method with a 5arcmin aperture radius.,,815,RXC J1200.0+1122,180.0105,11.4041
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1051,1050,MCXC J1200.0-3124,RXCJ1200.0-3124,A3497,180.021,-31.4059,290.2564,30.1987,NORAS/REFLEX,REFLEX,0.0685,S,2004A&A...425..367B,Catalogue,1.3103,[0.1 2.4],12.5,6.467,2.09531,ITER,0.71676,0.7,0.2,0.2,0.8045,1.5804,0.3,0.3,RXGCC,RXGCC,,,,0.880840003490448,0.1733299940824509,0.1733500063419342,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,816,RXCJ1200.0-3124,180.021,-31.4059
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1052,1051,MCXC J1200.1+6809,BVH2007 136,,180.032,68.1519,130.0609,48.2599,400SD,400SD_SER,0.265,S,2005AJ....129.1755A,Catalogue,4.0799,[0.5 2. ],1e+20,0.367,0.073,SC,1e+20,1.0,0.2,0.2,0.7897,1.8335,0.2,0.2,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,foreground A1432,,817,[BVH2007] 136,180.032,68.1519
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1053,1052,MCXC J1200.3+5613,RXC J1200.3+5613,A1436,180.0918,56.2303,136.9337,59.488,NORAS/REFLEX,NORAS,0.065,S,1991ApJS...77..363S,Catalogue,1.2485,[0.1 2.4],14.0,5.49,0.66429,ITER,0.54612,0.5,0.06,0.06,0.7615,1.3361,0.1,0.1,RXGCC,RXGCC,,,,0.5083900094032288,0.07136999815702438,0.0717099979519844,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,818,RXC J1200.3+5613,180.0918,56.2303
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1054,1053,MCXC J1200.4+0320,RXC J1200.4+0320,A1437,180.1057,3.3336,273.6008,63.2624,NORAS/REFLEX,NORAS,0.1339,S,2000ApJS..129..435B,Catalogue,2.3762,[0.1 2.4],13.0,8.75,0.7525,ITER,3.89406,4.0,0.3,0.3,1.0818,4.1007,0.2,0.2,BCS|RXGCC,BCS,RXGCC,,,3.8747200965881348,0.7023400068283081,0.7066599726676941,3.5878899097442627,0.368189990520477,0.368860006332397,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,819,RXC J1200.4+0320,180.1057,3.3336
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1055,1054,MCXC J1200.8-0327,BVH2007 137,VMF98 111,180.206,-3.4583,279.2182,57.0647,400SD,400SD_SER,0.396,S,2003ApJ...594..154M,Catalogue,5.3401,[0.5 2. ],1e+20,0.185,0.027,SC,1e+20,1.0,0.2,0.2,0.7622,1.9116,0.2,0.2,SHARC_SOUTH|160SD|WARPSII,SHARC_SOUTH,160SD,WARPSII,,1.103279948234558,0.09644000232219696,0.09640999883413315,1.364259958267212,0.183870002627373,0.183180004358292,1.4284499883651733,1e+20,1e+20,1e+20,1e+20,1e+20,,,820,[BVH2007] 137,180.206,-3.4583
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1056,1056,MCXC J1201.0+1209,BVH2007 138,,180.27,12.1586,262.2168,70.9343,400SD,400SD_SER,0.304,S,2007ApJS..172..561B,Catalogue,4.4952,[0.5 2. ],1e+20,0.477,0.115,SC,1e+20,2.0,0.4,0.4,0.8614,2.4847,0.4,0.3,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,822,[BVH2007] 138,180.27,12.1586
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1057,1055,MCXC J1201.0-4623,RXC J1201.0-4623,,180.2642,-46.3906,293.9479,15.6004,CIZA,CIZAII,0.118,S,2007ApJ...662..224K,Catalogue,2.132,[0.1 2.4],1e+20,3.95,0.91504,SC,1e+20,1.0,0.3,0.3,0.8793,2.1672,0.3,0.3,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,821,RXC J1201.0-4623,180.2642,-46.3906
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1058,1057,MCXC J1201.3+2306,RXC J1201.3+2306,A1443,180.3257,23.1092,229.6872,77.9684,NORAS/REFLEX,NORAS,0.269,S,2000ApJS..129..435B,Catalogue,4.1243,[0.1 2.4],6.5,2.63,0.38924,ITER,5.2176,5.0,0.7,0.7,1.0642,4.5073,0.4,0.4,eBCS,EBCS,,,,6.116030216217041,1.782780051231384,1.80511999130249,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,823,RXC J1201.3+2306,180.3257,23.1092
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1059,1058,MCXC J1201.9+5802,RXC J1201.9+5802,A1446,180.4997,58.0475,135.2347,57.8843,NORAS/REFLEX,NORAS,0.1031,S,2000ApJS..129..435B,Catalogue,1.8947,[0.1 2.4],11.5,2.94,0.56742,ITER,0.76332,0.7,0.1,0.1,0.7957,1.5818,0.2,0.2,eBCS|RXGCC,EBCS,RXGCC,,,0.688260018825531,0.19794000685215,0.2027900069952011,0.7415000200271606,0.173449993133545,0.174020007252693,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,824,RXC J1201.9+5802,180.4997,58.0475
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1060,1059,MCXC J1202.2+5751,BVH2007 139,,180.557,57.8647,135.3047,58.0658,400SD,400SD_SER,0.677,S,2007ApJS..172..561B,Catalogue,7.0494,[0.5 2. ],1e+20,0.147,0.039,SC,1e+20,4.0,0.9,0.9,0.774,2.7921,0.4,0.4,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,825,[BVH2007] 139,180.557,57.8647
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1061,1060,MCXC J1202.9-0650,RXCJ1202.9-0650,A1448,180.7262,-6.8353,282.103,54.0621,NORAS/REFLEX,REFLEX,0.1268,S,2004A&A...425..367B,Catalogue,2.2683,[0.1 2.4],12.0,3.89,0.54849,ITER,1.55633,1.0,0.2,0.2,0.9042,2.3771,0.2,0.2,RXGCC,RXGCC,,,,1.655650019645691,0.2886199951171875,0.2897099852561951,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,826,RXCJ1202.9-0650,180.7262,-6.8353
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1062,1061,MCXC J1203.0+2836,RXC J1203.0+2836,A1449,180.7615,28.6039,202.2694,79.2084,NORAS/REFLEX,NORAS,0.1341,S,2000ApJS..129..435B,Catalogue,2.3792,[0.1 2.4],5.0,2.37,0.37209,ITER,1.07129,1.0,0.2,0.2,0.8518,2.0025,0.2,0.2,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,Deblended source,,827,RXC J1203.0+2836,180.7615,28.6039
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1063,1062,MCXC J1203.2-2131,RXCJ1203.2-2131,A1451,180.8209,-21.5227,288.2658,39.9737,NORAS/REFLEX,REFLEX,0.1992,S,2004A&A...425..367B,Catalogue,3.2893,[0.1 2.4],5.0,6.271,1.34199,ITER,6.46552,7.0,1.0,1.0,1.1749,5.6229,0.8,0.7,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,828,RXCJ1203.2-2131,180.8209,-21.5227
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1064,1063,MCXC J1204.0+2807,RXC J1204.0+2807,A1455,181.0133,28.1233,204.7811,79.4615,NORAS/REFLEX,NORAS,0.1631,S,2000ApJS..129..435B,Catalogue,2.8017,[0.1 2.4],6.0,1.41,0.27213,ITER,0.97069,0.9,0.2,0.2,0.8121,1.7877,0.2,0.2,EMSS_1994|400SD_NONSER|160SD|SHARC_BRIGHT,EMSS_1994,400SD_NONSER,160SD,SHARC_BRIGHT,1.0599199533462524,0.1374199986457825,0.1360999941825867,1.0555299520492554,0.109860002994537,0.10980000346899,1.0565400123596191,0.11490000039339066,0.11483000218868256,1.1073399782180786,0.03570999950170517,0.035750001668930054,,,829,RXC J1204.0+2807,181.0133,28.1233
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1065,1064,MCXC J1204.1+2020,RXC J1204.1+2020,NGC 4066,181.0483,20.3481,242.5287,77.2491,NORAS/REFLEX,NORAS,0.0252,S,2000ApJS..129..435B + Cat. VII/155,Catalogue,0.5075,[0.1 2.4],13.0,3.15,0.4095,ITER,0.04575,0.05,0.006,0.006,0.4816,0.3254,0.03,0.03,RXGCC,RXGCC,,,,0.05615999922156334,0.00773000018671155,0.007780000101774931,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,830,RXC J1204.1+2020,181.0483,20.3481
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1066,1065,MCXC J1204.3-0350,RX J1204.3-0350,VMF98 113,181.0954,-3.8486,280.9968,57.0056,160SD,160SD,0.261,S,2003ApJ...594..154M,Catalogue,4.0352,[0.5 2. ],1e+20,0.087,0.013,SC,1e+20,0.3,0.04,0.04,0.5957,0.7835,0.07,0.07,WARPSII|SHARC_SOUTH,WARPSII,SHARC_SOUTH,,,0.26680999994277954,1e+20,1e+20,0.2865700125694275,0.0207700002938509,0.0207100007683039,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,RDCS/SSHARC/WARPS2,,831,RX J1204.3-0350,181.0954,-3.8486
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1067,1066,MCXC J1204.4+0154,RXCJ1204.4+0154,MKW4,181.1049,1.9005,276.8887,62.3708,NORAS/REFLEX,REFLEX,0.0199,S,2004A&A...425..367B,Catalogue,0.4033,[0.1 2.4],17.0,17.188,1.03128,ITER,0.15329,0.2,0.01,0.01,0.6208,0.6939,0.03,0.03,BCS|RXGCC,BCS,RXGCC,,,0.20002000033855438,0.02810000069439411,0.02875999920070171,0.16891999542713165,0.0148499999195337,0.0148799996823072,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,832,RXCJ1204.4+0154,181.1049,1.9005
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,1068,1067,MCXC J1204.9+2237,RXC J1204.9+2237,A1466,181.2403,22.6167,233.5732,78.5408,NORAS/REFLEX,NORAS,0.2519,S,2000ApJS..129..435B,Catalogue,3.9319,[0.1 2.4],4.5,0.67,0.21306,ITER,1.18501,1.0,0.4,0.4,0.8023,1.8952,0.4,0.3,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,833,RXC J1204.9+2237,181.2403,22.6167
